tick,mean,min,max,medium
0,-0.3333241143957091,-0.9803439906769437,0.17931415166731338,-0.32362741154782565
1,-0.09084417113395532,-0.9793476263978885,0.17994851716060928,0.044860232623119764
2,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
3,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
4,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
5,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
6,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
7,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
8,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
9,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
10,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
11,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
12,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
13,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
14,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
15,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
16,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
17,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
18,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
19,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
20,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
21,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
22,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
23,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
24,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
25,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
26,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
27,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
28,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
29,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
30,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
31,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
32,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
33,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
34,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
35,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
36,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
37,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
38,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
39,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
40,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
41,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
42,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
43,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
44,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
45,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
46,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
47,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
48,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
49,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
50,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
51,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
52,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
53,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
54,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
55,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
56,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
57,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
58,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
59,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
60,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
61,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
62,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
63,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
64,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
65,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
66,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
67,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
68,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
69,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
70,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
71,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
72,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
73,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
74,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
75,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
76,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
77,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
78,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
79,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
80,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
81,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
82,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
83,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
84,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
85,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
86,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
87,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
88,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
89,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
90,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
91,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
92,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
93,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
94,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
95,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
96,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
97,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
98,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
99,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
100,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
101,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
102,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
103,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
104,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
105,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
106,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
107,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
108,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
109,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
110,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
111,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
112,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
113,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
114,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
115,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
116,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
117,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
118,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
119,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
120,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
121,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
122,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
123,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
124,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
125,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
126,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
127,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
128,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
129,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
130,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
131,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
132,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
133,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
134,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
135,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
136,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
137,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
138,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
139,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
140,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
141,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
142,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
143,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
144,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
145,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
146,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
147,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
148,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
149,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
150,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
151,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
152,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
153,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
154,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
155,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
156,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
157,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
158,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
159,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
160,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
161,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
162,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
163,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
164,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
165,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
166,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
167,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
168,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
169,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
170,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
171,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
172,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
173,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
174,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
175,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
176,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
177,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
178,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
179,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
180,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
181,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
182,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
183,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
184,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
185,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
186,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
187,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
188,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
189,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
190,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
191,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
192,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
193,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
194,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
195,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
196,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
197,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
198,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
199,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
200,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
201,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
202,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
203,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
204,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
205,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
206,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
207,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
208,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
209,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
210,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
211,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
212,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
213,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
214,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
215,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
216,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
217,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
218,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
219,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
220,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
221,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
222,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
223,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
224,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
225,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
226,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
227,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
228,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
229,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
230,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
231,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
232,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
233,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
234,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
235,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
236,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
237,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
238,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
239,0.09035750571485131,0.00039407977377986525,0.17994851716060928,0.08974150906762154
